DateTime,Junction,Vehicles,ID,Day
2017-02-22 12:00:00,1,85,20170222121,Wednesday
2017-02-22 13:00:00,1,72,20170222131,Wednesday
2017-02-22 14:00:00,1,86,20170222141,Wednesday
2017-02-22 15:00:00,1,85,20170222151,Wednesday
2017-02-22 16:00:00,1,77,20170222161,Wednesday
2017-02-22 17:00:00,1,72,20170222171,Wednesday
2017-02-22 18:00:00,1,78,20170222181,Wednesday
2017-02-22 19:00:00,1,91,20170222191,Wednesday
2017-02-22 20:00:00,1,88,20170222201,Wednesday
2017-02-22 21:00:00,1,87,20170222211,Wednesday
2017-02-22 22:00:00,1,84,20170222221,Wednesday
2017-02-22 23:00:00,1,77,20170222231,Wednesday
2017-02-23 00:00:00,1,72,20170223001,Thursday
2017-02-23 01:00:00,1,57,20170223011,Thursday
2017-02-23 02:00:00,1,51,20170223021,Thursday
2017-02-23 03:00:00,1,55,20170223031,Thursday
2017-02-23 04:00:00,1,47,20170223041,Thursday
2017-02-23 05:00:00,1,41,20170223051,Thursday
2017-02-23 06:00:00,1,46,20170223061,Thursday
2017-02-23 07:00:00,1,47,20170223071,Thursday
2017-02-23 08:00:00,1,52,20170223081,Thursday
2017-02-23 09:00:00,1,63,20170223091,Thursday
2017-02-23 10:00:00,1,84,20170223101,Thursday
2017-02-23 11:00:00,1,84,20170223111,Thursday
2017-02-23 12:00:00,1,91,20170223121,Thursday
2017-02-23 13:00:00,1,78,20170223131,Thursday
2017-02-23 14:00:00,1,132,20170223141,Thursday
2017-02-23 15:00:00,1,124,20170223151,Thursday
2017-02-23 16:00:00,1,113,20170223161,Thursday
2017-02-23 17:00:00,1,109,20170223171,Thursday
2017-02-23 18:00:00,1,115,20170223181,Thursday
2017-02-23 19:00:00,1,124,20170223191,Thursday
2017-02-23 20:00:00,1,94,20170223201,Thursday
2017-02-23 21:00:00,1,84,20170223211,Thursday
2017-02-23 22:00:00,1,85,20170223221,Thursday
2017-02-23 23:00:00,1,73,20170223231,Thursday
2017-02-24 00:00:00,1,65,20170224001,Friday
2017-02-24 01:00:00,1,64,20170224011,Friday
2017-02-24 02:00:00,1,60,20170224021,Friday
2017-02-24 03:00:00,1,51,20170224031,Friday
2017-02-24 04:00:00,1,45,20170224041,Friday
2017-02-24 05:00:00,1,43,20170224051,Friday
2017-02-24 06:00:00,1,43,20170224061,Friday
2017-02-24 07:00:00,1,45,20170224071,Friday
2017-02-24 08:00:00,1,46,20170224081,Friday
2017-02-24 09:00:00,1,60,20170224091,Friday
2017-02-24 10:00:00,1,67,20170224101,Friday
2017-02-24 11:00:00,1,75,20170224111,Friday
2017-02-24 12:00:00,1,73,20170224121,Friday
2017-02-24 13:00:00,1,73,20170224131,Friday
2017-02-24 14:00:00,1,74,20170224141,Friday
2017-02-24 15:00:00,1,77,20170224151,Friday
2017-02-24 16:00:00,1,70,20170224161,Friday
2017-02-24 17:00:00,1,70,20170224171,Friday
2017-02-24 18:00:00,1,66,20170224181,Friday
2017-02-24 19:00:00,1,74,20170224191,Friday
2017-02-24 20:00:00,1,78,20170224201,Friday
2017-02-24 21:00:00,1,76,20170224211,Friday
2017-02-24 22:00:00,1,71,20170224221,Friday
2017-02-24 23:00:00,1,68,20170224231,Friday
2017-02-25 00:00:00,1,60,20170225001,Saturday
2017-02-25 01:00:00,1,54,20170225011,Saturday
2017-02-25 02:00:00,1,46,20170225021,Saturday
2017-02-25 03:00:00,1,44,20170225031,Saturday
2017-02-25 04:00:00,1,35,20170225041,Saturday
2017-02-25 05:00:00,1,30,20170225051,Saturday
2017-02-25 06:00:00,1,31,20170225061,Saturday
2017-02-25 07:00:00,1,30,20170225071,Saturday
2017-02-25 08:00:00,1,36,20170225081,Saturday
2017-02-25 09:00:00,1,40,20170225091,Saturday
2017-02-25 10:00:00,1,47,20170225101,Saturday
2017-02-25 11:00:00,1,51,20170225111,Saturday
2017-02-25 12:00:00,1,50,20170225121,Saturday
2017-02-25 13:00:00,1,45,20170225131,Saturday
2017-02-25 14:00:00,1,46,20170225141,Saturday
2017-02-25 15:00:00,1,52,20170225151,Saturday
2017-02-25 16:00:00,1,49,20170225161,Saturday
2017-02-25 17:00:00,1,48,20170225171,Saturday
2017-02-25 18:00:00,1,55,20170225181,Saturday
2017-02-25 19:00:00,1,57,20170225191,Saturday
2017-02-25 20:00:00,1,60,20170225201,Saturday
2017-02-25 21:00:00,1,60,20170225211,Saturday
2017-02-25 22:00:00,1,60,20170225221,Saturday
2017-02-25 23:00:00,1,56,20170225231,Saturday
2017-02-26 00:00:00,1,52,20170226001,Sunday
2017-02-26 01:00:00,1,42,20170226011,Sunday
2017-02-26 02:00:00,1,36,20170226021,Sunday
2017-02-26 03:00:00,1,37,20170226031,Sunday
2017-02-26 04:00:00,1,33,20170226041,Sunday
2017-02-26 05:00:00,1,31,20170226051,Sunday
2017-02-26 06:00:00,1,27,20170226061,Sunday
2017-02-26 07:00:00,1,33,20170226071,Sunday
2017-02-26 08:00:00,1,36,20170226081,Sunday
2017-02-26 09:00:00,1,39,20170226091,Sunday
2017-02-26 10:00:00,1,49,20170226101,Sunday
2017-02-26 11:00:00,1,49,20170226111,Sunday
2017-02-26 12:00:00,1,50,20170226121,Sunday
2017-02-26 13:00:00,1,50,20170226131,Sunday
2017-02-26 14:00:00,1,48,20170226141,Sunday
2017-02-26 15:00:00,1,50,20170226151,Sunday
2017-02-26 16:00:00,1,51,20170226161,Sunday
2017-02-26 17:00:00,1,44,20170226171,Sunday
2017-02-26 18:00:00,1,51,20170226181,Sunday
2017-02-26 19:00:00,1,57,20170226191,Sunday
2017-02-26 20:00:00,1,60,20170226201,Sunday
2017-02-26 21:00:00,1,63,20170226211,Sunday
2017-02-26 22:00:00,1,58,20170226221,Sunday
2017-02-26 23:00:00,1,56,20170226231,Sunday
2017-02-27 00:00:00,1,56,20170227001,Monday
2017-02-27 01:00:00,1,45,20170227011,Monday
2017-02-27 02:00:00,1,38,20170227021,Monday
2017-02-27 03:00:00,1,36,20170227031,Monday
2017-02-27 04:00:00,1,38,20170227041,Monday
2017-02-27 05:00:00,1,35,20170227051,Monday
2017-02-27 06:00:00,1,40,20170227061,Monday
2017-02-27 07:00:00,1,44,20170227071,Monday
2017-02-27 08:00:00,1,49,20170227081,Monday
2017-02-27 09:00:00,1,59,20170227091,Monday
2017-02-27 10:00:00,1,72,20170227101,Monday
2017-02-27 11:00:00,1,75,20170227111,Monday
2017-02-27 12:00:00,1,81,20170227121,Monday
2017-02-27 13:00:00,1,77,20170227131,Monday
2017-02-27 14:00:00,1,81,20170227141,Monday
2017-02-27 15:00:00,1,80,20170227151,Monday
2017-02-27 16:00:00,1,78,20170227161,Monday
2017-02-27 17:00:00,1,74,20170227171,Monday
2017-02-27 18:00:00,1,76,20170227181,Monday
2017-02-27 19:00:00,1,80,20170227191,Monday
2017-02-27 20:00:00,1,85,20170227201,Monday
2017-02-27 21:00:00,1,85,20170227211,Monday
2017-02-27 22:00:00,1,82,20170227221,Monday
2017-02-27 23:00:00,1,75,20170227231,Monday
2017-02-28 00:00:00,1,69,20170228001,Tuesday
2017-02-28 01:00:00,1,60,20170228011,Tuesday
2017-02-28 02:00:00,1,54,20170228021,Tuesday
2017-02-28 03:00:00,1,50,20170228031,Tuesday
2017-02-28 04:00:00,1,41,20170228041,Tuesday
2017-02-28 05:00:00,1,39,20170228051,Tuesday
2017-02-28 06:00:00,1,41,20170228061,Tuesday
2017-02-28 07:00:00,1,48,20170228071,Tuesday
2017-02-28 08:00:00,1,49,20170228081,Tuesday
2017-02-28 09:00:00,1,57,20170228091,Tuesday
2017-02-28 10:00:00,1,101,20170228101,Tuesday
2017-02-28 11:00:00,1,94,20170228111,Tuesday
2017-02-28 12:00:00,1,87,20170228121,Tuesday
2017-02-28 13:00:00,1,81,20170228131,Tuesday
2017-02-28 14:00:00,1,84,20170228141,Tuesday
2017-02-28 15:00:00,1,86,20170228151,Tuesday
2017-02-28 16:00:00,1,84,20170228161,Tuesday
2017-02-28 17:00:00,1,79,20170228171,Tuesday
2017-02-28 18:00:00,1,82,20170228181,Tuesday
2017-02-28 19:00:00,1,88,20170228191,Tuesday
2017-02-28 20:00:00,1,84,20170228201,Tuesday
2017-02-28 21:00:00,1,87,20170228211,Tuesday
2017-02-28 22:00:00,1,82,20170228221,Tuesday
2017-02-28 23:00:00,1,81,20170228231,Tuesday
